"symbol" "date" "close"
"BTC" 2013-04-28 134.210006713867
"BTC" 2013-04-29 144.539993286133
"BTC" 2013-04-30 139
"BTC" 2013-05-01 116.98999786377
"BTC" 2013-05-02 105.209999084473
"BTC" 2013-05-03 97.75
"BTC" 2013-05-04 112.5
"BTC" 2013-05-05 115.910003662109
"BTC" 2013-05-06 112.300003051758
"BTC" 2013-05-07 111.5
"BTC" 2013-05-08 113.56600189209
"BTC" 2013-05-09 112.669998168945
"BTC" 2013-05-10 117.199996948242
"BTC" 2013-05-11 115.24299621582
"BTC" 2013-05-12 115
"BTC" 2013-05-13 117.980003356934
"BTC" 2013-05-14 111.5
"BTC" 2013-05-15 114.220001220703
"BTC" 2013-05-16 118.76000213623
"BTC" 2013-05-17 123.014999389648
"BTC" 2013-05-18 123.498001098633
"BTC" 2013-05-19 121.98999786377
"BTC" 2013-05-20 122
"BTC" 2013-05-21 122.879997253418
"BTC" 2013-05-22 123.888999938965
"BTC" 2013-05-23 126.699996948242
"BTC" 2013-05-24 133.199996948242
"BTC" 2013-05-25 131.979995727539
"BTC" 2013-05-26 133.479995727539
"BTC" 2013-05-27 129.744995117188
"BTC" 2013-05-28 129
"BTC" 2013-05-29 132.300003051758
"BTC" 2013-05-30 128.79899597168
"BTC" 2013-05-31 129
"BTC" 2013-06-01 129.300003051758
"BTC" 2013-06-02 122.291999816895
"BTC" 2013-06-03 122.22200012207
"BTC" 2013-06-04 121.419998168945
"BTC" 2013-06-05 121.650001525879
"BTC" 2013-06-06 118
"BTC" 2013-06-07 111.5
"BTC" 2013-06-08 108.300003051758
"BTC" 2013-06-09 100
"BTC" 2013-06-10 106.349998474121
"BTC" 2013-06-11 108.900001525879
"BTC" 2013-06-12 108.150001525879
"BTC" 2013-06-13 104
"BTC" 2013-06-14 99.9788970947266
"BTC" 2013-06-15 99.9880981445312
"BTC" 2013-06-16 99.5100021362305
"BTC" 2013-06-17 101.699996948242
"BTC" 2013-06-18 107.400001525879
"BTC" 2013-06-19 108.25
"BTC" 2013-06-20 110.150001525879
"BTC" 2013-06-21 109.5
"BTC" 2013-06-22 108.300003051758
"BTC" 2013-06-23 107.599998474121
"BTC" 2013-06-24 102.736999511719
"BTC" 2013-06-25 103.949996948242
"BTC" 2013-06-26 104
"BTC" 2013-06-27 101.436996459961
"BTC" 2013-06-28 94.6492004394531
"BTC" 2013-06-29 94.9940032958984
"BTC" 2013-06-30 96.6139984130859
"BTC" 2013-07-01 88.0500030517578
"BTC" 2013-07-02 90.1340026855469
"BTC" 2013-07-03 77.5299987792969
"BTC" 2013-07-04 80.5258026123047
"BTC" 2013-07-05 68.4309997558594
"BTC" 2013-07-06 70.2772979736328
"BTC" 2013-07-07 74.5610961914062
"BTC" 2013-07-08 76.515998840332
"BTC" 2013-07-09 76.6940002441406
"BTC" 2013-07-10 86.7600021362305
"BTC" 2013-07-11 88.9800033569336
"BTC" 2013-07-12 93.5949020385742
"BTC" 2013-07-13 98.133903503418
"BTC" 2013-07-14 94.6912994384766
"BTC" 2013-07-15 98.4001998901367
"BTC" 2013-07-16 97.450798034668
"BTC" 2013-07-17 98.5
"BTC" 2013-07-18 90.5800018310547
"BTC" 2013-07-19 92.1699981689453
"BTC" 2013-07-20 89.3900985717773
"BTC" 2013-07-21 90.7573013305664
"BTC" 2013-07-22 91.6100006103516
"BTC" 2013-07-23 95.5585021972656
"BTC" 2013-07-24 94.5100021362305
"BTC" 2013-07-25 96.9000015258789
"BTC" 2013-07-26 96.0202026367188
"BTC" 2013-07-27 94.1159973144531
"BTC" 2013-07-28 99.7559967041016
"BTC" 2013-07-29 101.199996948242
"BTC" 2013-07-30 107.98999786377
"BTC" 2013-07-31 106.089996337891
"BTC" 2013-08-01 104
"BTC" 2013-08-02 104.500999450684
"BTC" 2013-08-03 104.004997253418
"BTC" 2013-08-04 105.143997192383
"BTC" 2013-08-05 106.220001220703
"BTC" 2013-08-06 106.75
"BTC" 2013-08-07 106.75
"BTC" 2013-08-08 103
"BTC" 2013-08-09 102.800003051758
"BTC" 2013-08-10 103
"BTC" 2013-08-11 105
"BTC" 2013-08-12 106.636001586914
"BTC" 2013-08-13 109
"BTC" 2013-08-14 112.561996459961
"BTC" 2013-08-15 109.98999786377
"BTC" 2013-08-16 108.994003295898
"BTC" 2013-08-17 113.5
"BTC" 2013-08-18 113.5
"BTC" 2013-08-19 119
"BTC" 2013-08-20 121.205001831055
"BTC" 2013-08-21 123.300003051758
"BTC" 2013-08-22 121.150001525879
"BTC" 2013-08-23 118.500999450684
"BTC" 2013-08-24 120.044998168945
"BTC" 2013-08-25 122.111000061035
"BTC" 2013-08-26 120.055999755859
"BTC" 2013-08-27 126.5
"BTC" 2013-08-28 122.620002746582
"BTC" 2013-08-29 122.389999389648
"BTC" 2013-08-30 133.490005493164
"BTC" 2013-08-31 135.350006103516
"BTC" 2013-09-01 138.339996337891
"BTC" 2013-09-02 135.850006103516
"BTC" 2013-09-03 136.770004272461
"BTC" 2013-09-04 126.73999786377
"BTC" 2013-09-05 126.430000305176
"BTC" 2013-09-06 119.150001525879
"BTC" 2013-09-07 124.150001525879
"BTC" 2013-09-08 121.660003662109
"BTC" 2013-09-09 127.110000610352
"BTC" 2013-09-10 125.910003662109
"BTC" 2013-09-11 135.25
"BTC" 2013-09-12 133.130004882812
"BTC" 2013-09-13 134.979995727539
"BTC" 2013-09-14 129.220001220703
"BTC" 2013-09-15 130.369995117188
"BTC" 2013-09-16 131.720001220703
"BTC" 2013-09-17 131.660003662109
"BTC" 2013-09-18 131.470001220703
